average	sd	ratio	ava	avb	cumsum	p
Fung_ASV34	0.00402344438568659	0.0264865695331896	0.151905077048386	0.804688877137317	0	0.357620562081126	0.001
Fung_ASV69	0.00397585052000704	0.0122749490103304	0.323899554830005	0.785886362300958	0.0141018861272695	0.361866435882561	0.018
Fung_ASV54	0.00394261968649418	0.0218365056046782	0.180551767662383	0.00763852165227099	0.785298783712322	0.366076821950063	0.001
Fung_ASV39	0.00391627657977032	0.00884095913953266	0.442969650460045	0.595804688877137	0.247958164404489	0.370259075796265	0.014
Fung_ASV55	0.00379360322776502	0.0107369115552178	0.353323505391216	0.748281332628239	0.0296727187261296	0.374310324825059	0.001
Fung_ASV61	0.00374287560961279	0.0079588466730246	0.470278642544873	0.677184323403255	0.118984664198837	0.378307401026218	0.022
Fung_ASV41	0.00373686925070674	0.00963754644126551	0.387740725658807	0.699218520477114	0.0822610024090722	0.382298062941479	0.02
Fung_ASV49	0.00366923242650371	0.0075929003597033	0.483245170182517	0.418355955108996	0.397203125918092	0.386216494419895	0.946
Fung_ASV33	0.00364364011464313	0.00921763736566168	0.39529002607726	0.725659556965744	0.00528820729772607	0.390107595462746	0.003
Fung_ASV43	0.00359813541727873	0.00471263892200637	0.763507554223325	0.215641342029496	0.712145249427111	0.393950101317874	0.003
Fung_ASV44	0.00354016099653329	0.0151367471971489	0.2338785837158	0.708032199306657	0	0.397730695369991	0.001
Fung_ASV47	0.0035237414393064	0.00456046460179848	0.77267159094202	0.0772665844056643	0.728009871320289	0.401493754716638	0.001
Fung_ASV65	0.0034997486469371	0.00850260500577529	0.41160898860525	0.686879370115753	0.0223279863681767	0.405231191779944	0.002
Fung_ASV46	0.00345587611231892	0.00869383013407229	0.397509044808096	0.0863740525295258	0.648099183265762	0.408921776667998	0.028
Fung_ASV72	0.00327467340423448	0.0084267476609848	0.388604659351077	0.401022386744227	0.299665080204477	0.412418852311394	0.128
Fung_ASV57	0.00323755802338563	0.0154722005539483	0.20925000371453	0.647511604677126	0	0.415876291851172	0.001
Fung_ASV42	0.00320083436159587	0.00720561389364273	0.44421397105663	0	0.640166872319173	0.419294513610326	0.001
Fung_ASV87	0.0031614013096474	0.0151407954397728	0.208800212790858	0.0464187085022622	0.59374816381691	0.422670624188153	0.157
Fung_ASV45	0.00308563631496824	0.00437943334261178	0.704574330415097	0.0937187848874787	0.580821434866913	0.425965824127023	0.006
Fung_ASV48	0.00305766104549817	0.00644358456544303	0.474527961019774	0.00411305012045361	0.609612785710089	0.429231148832119	0.001
Fung_ASV53	0.00294833878475692	0.00847344512565787	0.347950419343515	0.487690228568071	0.14336917562724	0.432379726561831	0.312
Fung_ASV52	0.00294589054063761	0.0063544846185645	0.463592363105459	0.0470062870908984	0.57200775603737	0.435525689772834	0.001
Fung_ASV19	0.00290032055676336	0.0159454251222011	0.181890450366557	0.487984017862389	0.096950467124978	0.438622988075614	0.531
Fung_ASV93	0.00287766613784594	0.0145434209692325	0.197867210468143	0.575533227569187	0	0.441696093365281	0.001
Fung_ASV50	0.00287032140548799	0.00528459802069592	0.543148484378005	0	0.574064281097597	0.444761355098823	0.001
Fung_ASV104	0.00281009460015276	0.00750680119640048	0.374339818869881	0	0.562018920030555	0.447762299672142	0.001
Fung_ASV68	0.00274598324748159	0.0061892597665782	0.443669089849776	0.0393677654386274	0.561431341441918	0.450694778715555	0.001
Fung_ASV90	0.0027439920089312	0.0151362020767856	0.181286692329489	0	0.548798401786239	0.453625131283752	0.001
Fung_ASV59	0.00274252306245961	0.0058138829694149	0.4717196883541	0.00705094306363476	0.55026734825783	0.456553915140723	0.001
Fung_ASV84	0.00273837736908424	0.00461192558272551	0.59376009433915	0.187731359069276	0.43333920911922	0.459478271746016	0.049
Fung_ASV109	0.00273034712837287	0.00829102158375175	0.329313716143695	0.106351724543158	0.455960984781714	0.462394052729945	0.173
Fung_ASV100	0.00272048886538577	0.00859303990451445	0.316592136847465	0	0.544097773077149	0.465299305918543	0.001
Fung_ASV56	0.00271542916087249	0.00321188371954461	0.845431963912286	0.0752100593454375	0.556730712732828	0.468199155768477	0.001
Fung_ASV70	0.0026646688994653	0.00880813664043349	0.302523565226409	0.532933779893061	0	0.471044797930527	0.001
Fung_ASV67	0.00266382017483729	0.00821147190334499	0.324402276010001	0.532639990598743	0.000293789294318115	0.473889533726091	0.001
Fung_ASV64	0.00263587754862213	0.0137205519879047	0.192111625752796	0.0096950467124978	0.519713261648746	0.476704429148132	0.043
Fung_ASV66	0.00253540160996534	0.00978790451127399	0.259034158643967	0.507080321993066	0	0.479412024722386	0.001
Fung_ASV71	0.00251189846641988	0.00901912034733758	0.278508143774951	0.502379693283977	0	0.482094520917042	0.001
Fung_ASV89	0.00246185635662105	0.00389288848914434	0.632398375521454	0.0828485809977084	0.456842352664669	0.484723576349301	0.003
Fung_ASV83	0.00244285798225514	0.00551419549005022	0.443012582100692	0.157764851048828	0.401903754627182	0.487332343116384	0.144
Fung_ASV77	0.00243704748287861	0.00642214283016184	0.379475752459588	0.485927492802162	0.0038192608261355	0.489934904759066	0.001
Fung_ASV80	0.00233784463116388	0.00348708500433874	0.670429492901681	0.46594982078853	0.0199776720136318	0.49243152610369	0.001
Fung_ASV63	0.00228832481344379	0.0085073308627478	0.268982698611615	0.456254774076032	0.00235031435454492	0.494875264449909	0.004
Fung_ASV78	0.00224308126211881	0.00535368932470872	0.4189786007504	0.448616252423762	0	0.4972706864904	0.001
Fung_ASV116	0.00217684809787754	0.00696550179131405	0.312518489420541	0.142194018449968	0.310829073388566	0.49959537708477	0.695
Fung_ASV82	0.00217051530642223	0.00485517387005942	0.447052024193661	0.0608143839238498	0.400434808155591	0.501913304790748	0.02
Fung_ASV62	0.00216036325414081	0.00986367718180136	0.219022096356388	0.00822610024090722	0.426875844644221	0.50422039095915	0.008
Fung_ASV40	0.00215024384511429	0.00667818401346767	0.321980322910834	0.00381926082613549	0.428344791115812	0.506516670450224	0.002
Fung_ASV95	0.00211668657905217	0.00399202661881833	0.530228573395315	0.0431870262647629	0.410129854868089	0.508777113604871	0.001
Fung_ASV110	0.00205064927434045	0.0117651592068751	0.174298472148352	0.410129854868089	0	0.510967034474893	0.001
Fung_ASV97	0.00202153149094803	0.00508532870481497	0.397522285832569	0.399259650978318	0.0143956754215876	0.513125860002413	0.001
Fung_ASV74	0.00201810394918099	0.00200983384834849	1.00411481816733	0.123391503613608	0.448616252423762	0.515281025203741	0.001
Fung_ASV81	0.0020134033204719	0.00323636073583646	0.622119561079003	0.331100534696516	0.155120747399965	0.517431170529149	0.186
Fung_ASV98	0.00196838827193137	0.00532179288213412	0.369873145296481	0.393677654386274	0	0.519533243570575	0.001
Fung_ASV75	0.001944852485131	0.00418130214045961	0.465130818055933	0.0020565250602268	0.388977025677184	0.521610182372152	0.001
Fung_ASV118	0.00193048945296434	0.00267167035608634	0.722577711942075	0.00646336447499853	0.387508079205594	0.523671782663975	0.001
Fung_ASV124	0.00192431987778365	0.00628495747260224	0.30617866328806	0.38486397555673	0	0.525726794368652	0.001
Fung_ASV86	0.0019160284910329	0.00546451729252924	0.350630877068023	0.0752100593454375	0.331394323990834	0.527772951569971	0.179
Fung_ASV108	0.00191478804734577	0.00286042817064611	0.669406093463714	0.129267289499971	0.337270109877196	0.529817784081811	0.012
Fung_ASV105	0.00190375462718139	0.00723504136301502	0.263129750289092	0.380750925436277	0	0.53185083382934	0.001
Fung_ASV127	0.0019012084532973	0.00380439897958154	0.499739502481527	0.076679005817028	0.336976320582878	0.533881164477411	0.033
Fung_ASV76	0.00184405011392497	0.00229766783886501	0.802574716298367	0.167166108467007	0.348434103061284	0.535850454828708	0.044
Fung_ASV31	0.00182521495583367	0.00887492049079673	0.205659865654731	0.34608378870674	0.022915564956813	0.537799630816076	0.438
Fung_ASV85	0.00179603188593141	0.00304560998935595	0.589711713649593	0.0420118690874905	0.35225336388742	0.539717641740442	0.001
Fung_ASV114	0.00179505258828369	0.0090000017968396	0.199450247767065	0.359010517656737	0	0.541634606857324	0.001
Fung_ASV117	0.00177154944473824	0.00945725636272462	0.187321711159352	0.354309888947647	0	0.543526472594608	0.001
Fung_ASV91	0.00176854626528522	0.00225401387578382	0.78462084208342	0.224748810153358	0.229449438862448	0.545415131188942	0.388
Fung_ASV102	0.00173090859235757	0.00396877159474767	0.436132075387829	0.0235031435454492	0.332863270462424	0.547263595915669	0.01
Fung_ASV79	0.00173045158678863	0.00296327766232756	0.583965386972684	0.157764851048828	0.292026558552206	0.549111572598903	0.091
Fung_ASV135	0.00172519602274582	0.00542385938799336	0.318075359137228	0.0155708325988601	0.336388741994242	0.550953936781977	0.003
Fung_ASV150	0.00171426053234621	0.00386299999774309	0.443764052122119	0	0.34285210646924	0.552784622781488	0.001
Fung_ASV119	0.00171040862826515	0.00496029277941783	0.344820095169038	0.341676949291968	0.00058757858863623	0.554611195271564	0.009
Fung_ASV96	0.00166934341357046	0.00322508524540291	0.517612182794228	0.0326106116693108	0.317292437863564	0.55639391356784	0.005
Fung_ASV94	0.00163493742288031	0.00991133547855912	0.164956319601644	0.326987484576062	0	0.558139889161204	0.001
Fung_ASV101	0.00163199952993714	0.00556796192333435	0.293105368249326	0.326399905987426	0	0.559882727332117	0.001
Fung_ASV160	0.00160115165403374	0.0044288355903112	0.361528808505901	0	0.320230330806745	0.561592622567307	0.001
Fung_ASV120	0.00158793113578941	0.00386272558854169	0.411090847483399	0.317586227157882	0	0.563288399401472	0.001
Fung_ASV129	0.00157617956401669	0.00984253841247967	0.160139539005324	0.315235912803337	0	0.564971626545838	0.001
Fung_ASV112	0.00153488584653753	0.00751514542756441	0.204239007924957	0.0232093542511311	0.289382454903343	0.566610755474658	0.016
Fung_ASV136	0.00153312311077162	0.00270108989397447	0.56759425674491	0.16981021211587	0.190963041306775	0.568248001950008	0.376
Fung_ASV58	0.00152349335056898	0.00659408918992037	0.231039239338432	0.00411305012045361	0.301134026676068	0.569874964651772	0.119
Fung_ASV192	0.00150273224043716	0.0068620749809702	0.218990938543299	0.300546448087432	0	0.571479756234891	0.001
Fung_ASV140	0.00149199260956708	0.0052759081849304	0.282793512940326	0.0038192608261355	0.295258240789706	0.573073078795943	0.059
Fung_ASV125	0.00148517016928792	0.0051931253185337	0.285987739211205	0.0828485809977085	0.231212174628357	0.574659115564861	0.504
Fung_ASV88	0.00147968610246066	0.00252702634405024	0.585544391313729	0.120159821376109	0.231505963922675	0.576239295811872	0.401
Fung_ASV36	0.00147482225747694	0.00978528053804306	0.150718444069452	0.294964451495388	0	0.577814281881717	0.001
Fung_ASV107	0.00144423552761293	0.00146372889601041	0.98668239149298	0.22592396733063	0.195663670015865	0.579356603897833	0.563
Fung_ASV138	0.00144286451090611	0.00287535191861827	0.501804492717354	0.0096950467124978	0.288501087020389	0.580897461783473	0.001
Fung_ASV123	0.00143891467706028	0.00414326335005192	0.347290180587302	0.0508255479170339	0.250014689464716	0.58243410157893	0.12
Fung_ASV137	0.00143757630360839	0.00357142824301231	0.402521402024829	0.19801398437041	0.107233092426112	0.583969312104159	0.131
Fung_ASV170	0.00138753419380953	0.00652786607965332	0.212555554430618	0.154826958105647	0.128385921617016	0.585451081866993	0.46
Fung_ASV133	0.00134699127119364	0.00227689081810958	0.591592385756995	0.269110993595393	0.00117515717727246	0.586889555200018	0.001
Fung_ASV131	0.0013453264651925	0.00231837173038724	0.580289367558754	0.227980492390857	0.0684529055761208	0.588326250660321	0.029
Fung_ASV145	0.00133380339620424	0.0072307793853434	0.184461912765286	0.266760679240849	0	0.589750640452571	0.001
Fung_ASV130	0.00133174687114402	0.00232988791751482	0.571592676683147	0.254421528879488	0.0320230330806745	0.591172834049106	0.002
Fung_ASV146	0.00131144276658115	0.00273499400710227	0.479504804462304	0.132792761031788	0.157764851048828	0.592573344570487	0.815
Fung_ASV156	0.00130383688818379	0.00312521511102313	0.41719908609969	0.0790293201715729	0.206533873905635	0.593965732653748	0.313
Fung_ASV153	0.00129015936437054	0.00203499690825286	0.633985908842588	0.0575827016863505	0.23532522474881	0.595343514292492	0.008
Fung_ASV132	0.00125937677497699	0.00273451826977068	0.4605479469269	0.0602268053352136	0.214172395557906	0.596688422716011	0.102
Fung_ASV166	0.00125741817968154	0.00834282882526398	0.150718444069449	0.251483635936306	0	0.598031239524564	0.001
Fung_ASV141	0.00125154239379517	0.00293679831426046	0.426158782412109	0.00293789294318115	0.248545742993125	0.599367781488217	0.003
Fung_ASV103	0.00123593891794139	0.00218886526130856	0.564648240249615	0.0875492097067983	0.198601562959046	0.600687660252636	0.135
Fung_ASV115	0.00122591743867965	0.00329960617137597	0.371534472602962	0.237087960514719	0.0117515717727246	0.601996836920476	0.014
Fung_ASV157	0.00122023751232283	0.00415521009462126	0.293664456077052	0.22445502085904	0.0243845114284035	0.603299947904913	0.183
Fung_ASV106	0.00120434024717473	0.00198725300682182	0.606032670747248	0.0634584875727128	0.25559668605676	0.604586081947871	0.001
Fung_ASV178	0.00119983547799518	0.00441204833399593	0.271945225248362	0.00910746812386157	0.234150067571538	0.605867405276405	0.012
Fung_ASV126	0.00118850826853647	0.00418398413821954	0.284061370519974	0.0096950467124978	0.23385627827722	0.607136632098384	0.001
Fung_ASV184	0.00118397085610201	0.00277985555213465	0.425910927347588	0.236794171220401	0	0.608401013345689	0.001
Fung_ASV163	0.00117075033785769	0.00752254740860318	0.155632164779548	0.234150067571538	0	0.60965127619197	0.001
Fung_ASV182	0.00117075033785769	0.00353368002906195	0.331311926441873	0.234150067571538	0	0.610901539038251	0.001
Fung_ASV195	0.00116823680722852	0.00366123270243101	0.319082916104412	0.0854926846465715	0.1589400082261	0.612149117645325	0.467
Fung_ASV144	0.00116167551298875	0.0029776071413021	0.390137267228864	0.0132205182443152	0.225630178036312	0.61338968934226	0.01
Fung_ASV196	0.00114724719431224	0.00270799485526726	0.42365191059383	0	0.229449438862448	0.614614852808942	0.001
Fung_ASV161	0.00114466837717323	0.00304967105373405	0.375341588323661	0.227686703096539	0.00264410364886304	0.615837262315918	0.001
Fung_ASV139	0.00114241599258346	0.00210611045804972	0.542429286278434	0.00734473235795287	0.226217756624949	0.617057266465682	0.001
Fung_ASV147	0.0011384335154827	0.0020196724062498	0.56367236189387	0	0.227686703096539	0.618273017665015	0.001
Fung_ASV176	0.00111215569526869	0.00219347102090967	0.507030038084326	0.0105764145954521	0.21975439214995	0.619460706363545	0.001
Fung_ASV152	0.00110131813463384	0.002418611629401	0.455351376486434	0.00176273576590869	0.21975439214995	0.62063682145926	0.001
Fung_ASV142	0.00109877196074975	0.00507498371778948	0.216507484920236	0.21975439214995	0	0.621810217455519	0.001
Fung_ASV155	0.00107118841033877	0.00226225921323359	0.473503833721889	0.0132205182443152	0.208590398965862	0.622954156540998	0.002
Fung_ASV165	0.00106498619190317	0.0044533647762967	0.239141917493852	0.212997238380634	0	0.624091472179083	0.001
Fung_ASV189	0.00105636837260317	0.00390040665263842	0.270835445296093	0.1621716904636	0.0543510194488513	0.625219584711315	0.256
Fung_ASV327	0.00104295199482931	0.0069198697031979	0.150718444069449	0	0.208590398965862	0.626333369681025	0.001
Fung_ASV159	0.00103462796482363	0.00251351783073454	0.411625472543903	0.0237969328397673	0.191550619895411	0.627438265287128	0.023
Fung_ASV240	0.0010135730653975	0.00607293461743767	0.166900045735246	0	0.202714613079499	0.62852067603234	0.001
Fung_ASV158	0.00101063517245432	0.00636571979745906	0.158762120327339	0.202127034490863	0	0.629599949355102	0.001
Fung_ASV205	0.000997022935150913	0.00215437427286421	0.462790030362452	0.199189141547682	0.000881367882954345	0.630664685953846	0.001
Fung_ASV73	0.000995456058914548	0.00396297123578179	0.251189322275808	0.191256830601093	0.00998883600681591	0.631727749260617	0.089
Fung_ASV167	0.00099493376683576	0.00593001089604577	0.167779416307514	0.181267994594277	0.0188025148363594	0.632790254803397	0.737
Fung_ASV148	0.000993628036638795	0.004475388318394	0.222020518879881	0.0182149362477231	0.183030730360186	0.633851365936199	0.368
Fung_ASV143	0.00098403091969107	0.00187477297052318	0.524880044230882	0.0978318350079323	0.121041189259063	0.634902228155665	0.52
Fung_ASV149	0.000977893987765314	0.00203432425181802	0.480697207876962	0.00146894647159057	0.195076091427228	0.635946536648235	0.001
Fung_ASV111	0.000970222822858113	0.00255960278542562	0.379052104640049	0.0928374170045243	0.115165403372701	0.636982652982187	0.687
Fung_ASV169	0.000969341454975162	0.00209815190754226	0.461997747394103	0.0661025912215759	0.153358011634056	0.638017828089403	0.197
Fung_ASV201	0.000965522194149025	0.00216526710243706	0.445913667215609	0.00558199659204419	0.191256830601093	0.639048924547434	0.001
Fung_ASV203	0.000961539717048266	0.00190273112271713	0.505347132639093	0.192138198484047	0.00058757858863623	0.640075768055034	0.001
Fung_ASV181	0.000954097054925541	0.00279298552623619	0.341604725825872	0.166284740584053	0.0423056583818086	0.64109466342576	0.144
Fung_ASV164	0.000945185446331228	0.00365951364569174	0.258281711135023	0.00146894647159058	0.188025148363594	0.642104041948388	0.007
Fung_ASV209	0.000943945002644106	0.0021329727155376	0.442549028296497	0.0731535342852106	0.131617603854516	0.643112095781538	0.543
Fung_ASV183	0.000943357424055472	0.00183040923100687	0.515380608923476	0.188318937657912	0.00176273576590869	0.644119522130197	0.001
Fung_ASV188	0.000943063634761151	0.00147451613109625	0.639574986582219	0.0138080968329514	0.187731359069276	0.645126634736612	0.001
Fung_ASV154	0.000935620972638427	0.00238786854924331	0.39182264573773	0.00528820729772607	0.184499676831776	0.646125799206153	0.004
Fung_ASV231	0.000928374170045247	0.00203922558874872	0.455258199567268	0.0123391503613608	0.178036312356778	0.647117224700318	0.007
Fung_ASV199	0.000925436277102064	0.00509524818695888	0.181627320818383	0.185087255420413	0	0.648105512772034	0.001
Fung_ASV151	0.000906144113441843	0.00147266909525914	0.615307346612303	0.0901933133556613	0.119866032081791	0.649073198436328	0.382
Fung_ASV221	0.000902618641910027	0.00297430513265936	0.30347210580341	0.162759269052236	0.0243845114284035	0.650037119193682	0.087
Fung_ASV173	0.000865209471766851	0.00305271914065845	0.283422559331885	0.17304189435337	0	0.650961090105175	0.001
Fung_ASV230	0.000862206292313821	0.00295931886873676	0.291352953351009	0.00176273576590869	0.171279158587461	0.651881853873718	0.007
Fung_ASV171	0.00085208688328731	0.00376449938781493	0.226347993585914	0.0096950467124978	0.162759269052236	0.652791810964935	0.078
Fung_ASV224	0.000843697566771775	0.00135737915741406	0.621563667132698	0.0813796345261178	0.113108878312474	0.653692808972044	0.316
Fung_ASV187	0.000841967474260799	0.00272111015742617	0.309420576731519	0.156295904577237	0.0173335683647688	0.654591959385933	0.053
Fung_ASV197	0.0008417063282214	0.00265609754854477	0.316895864266189	0.16834126564428	0	0.655490830917826	0.001
Fung_ASV200	0.000835830542335039	0.00340165700084616	0.24571276355233	0.167166108467007	0	0.65638342760482	0.001
Fung_ASV175	0.000828387880212313	0.00301002211392062	0.275209898419423	0.0111639931840884	0.156002115282919	0.65726807615494	0.182
Fung_ASV122	0.000822610024090723	0.00346171268816833	0.237630935375514	0.164522004818144	0	0.658146554440909	0.001
Fung_ASV99	0.000821239007383909	0.00261982359926136	0.313471108366018	0.0990069921852047	0.0731535342852107	0.659023568596402	0.587
Fung_ASV212	0.000821141077619133	0.00309270378754515	0.265509125356915	0.164228215523826	0	0.659900478171146	0.001
Fung_ASV216	0.000815657010791864	0.00118273095661852	0.689638675835345	0.0105764145954521	0.164228215523826	0.660771531223983	0.001
Fung_ASV186	0.000812719117848681	0.00377462930381881	0.215310975577508	0.155414536694283	0.00998883600681591	0.661639446854371	0.128
Fung_ASV238	0.000805504958510425	0.00166600380727695	0.483495268733514	0.159527586814736	0.0038192608261355	0.662499658369632	0.001
Fung_ASV162	0.000804982666431637	0.00416231391226797	0.193397875172037	0	0.160996533286327	0.663359312120902	0.001
Fung_ASV174	0.000804852093411939	0.00240788794534244	0.334256456978723	0.0957753099477055	0.0769727951113461	0.664218826431174	0.787
Fung_ASV237	0.00080204477348846	0.00224936523215526	0.356564937531273	0.160408954697691	0	0.665075342759993	0.001
Fung_ASV218	0.000793231094658911	0.00382655368899593	0.207296475922974	0.158646218931782	0	0.665922446821464	0.001
Fung_ASV177	0.000783176972142251	0.00141501058781221	0.553477817684137	0.0940125741817968	0.0834361595863447	0.666758813926105	0.875
Fung_ASV198	0.000775473163980129	0.00469988569635138	0.16499830295493	0.150713907985193	0.00499441800340795	0.667586954011878	0.242
Fung_ASV190	0.00077227412499755	0.00135387780911149	0.570416414096017	0.143662964921558	0.0196838827193137	0.668411677793206	0.007
Fung_ASV228	0.000769727951113463	0.00249774976545946	0.308168561061549	0.153945590222692	0	0.669233682475077	0.001
Fung_ASV255	0.00076878129672066	0.00291423564019792	0.263802036498479	0.0370174510840825	0.120159821376109	0.670054676209714	0.222
Fung_ASV179	0.000767540853033542	0.00118874037059674	0.645675769090134	0.116634349844292	0.0675715376931665	0.670874345254872	0.23
Fung_ASV207	0.00076532111169869	0.00266668670100143	0.286993260742361	0.153064222339738	0	0.671691643803068	0.001
Fung_ASV211	0.000758204882125212	0.00114484414182437	0.662277819683798	0.0361360832011281	0.138080968329514	0.672501342816886	0.015
Fung_ASV191	0.000749162700511196	0.00426961919751204	0.175463587232262	0	0.149832540102239	0.673301385541608	0.001
Fung_ASV245	0.000748770981452107	0.00113818083070706	0.657866449030734	0.00058757858863623	0.149832540102239	0.674101009943336	0.001
Fung_ASV202	0.00074684502941158	0.00107487969363023	0.694817321266188	0.129561078794289	0.0528820729772607	0.674898577590348	0.074
Fung_ASV223	0.000744755861096423	0.00494137174580468	0.15071844406945	0.148951172219284	0	0.675693914181395	0.001
Fung_ASV266	0.000740251091916878	0.00284924580090277	0.259805978017879	0.0164522004818144	0.135436864680651	0.676484440058019	0.087
Fung_ASV248	0.000737835491052485	0.0040719359043986	0.181200173179411	0.142487807744286	0.00646336447499853	0.677272386276183	0.417
Fung_ASV194	0.000719587911549838	0.00221126347617848	0.325419344778142	0.00176273576590869	0.142781597038604	0.67804084561491	0.004
Fung_ASV213	0.00070950114577825	0.00222189301524399	0.319322821085667	0.14190022915565	0	0.678798533136558	0.001
Fung_ASV206	0.000707771053267269	0.0014724673881783	0.480670104444831	0.140137493389741	0.00323168223749926	0.679554373064986	0.001
Fung_ASV232	0.000703625359891887	0.00466847547581941	0.15071844406945	0.140725071978377	0	0.680305785741734	0.001
Fung_ASV287	0.000692951015531662	0.00273168336932411	0.253671792021458	0.00851988953522534	0.131323814560197	0.681045799116915	0.141
Fung_ASV243	0.000688935895175982	0.00276477555357357	0.249183299630057	0.137787179035196	0	0.681781524681414	0.001
Fung_ASV302	0.000688935895175982	0.00432764448427995	0.159194198524977	0.137787179035196	0	0.682517250245913	0.001
Fung_ASV235	0.00068746694870439	0.00284081978137754	0.241995973560502	0.137493389740878	0	0.683251407099187	0.001
Fung_ASV273	0.000678783842894546	0.00156268202013266	0.434371058314807	0.0666901698102121	0.0813796345261178	0.683976291126109	0.385
Fung_ASV193	0.000677119036893406	0.00200623679867604	0.337507036726797	0.133674128914742	0.00293789294318115	0.68469939728031	0.004
Fung_ASV263	0.000675715376931665	0.00349506962091751	0.193333881788106	0.135143075386333	0	0.685421004443785	0.001
Fung_ASV121	0.000669839591045304	0.00444431068261719	0.150718444069451	0	0.13396791820906	0.686136336762359	0.001
