"","row","col","bNTI","RCbray","process","row.country","row.site","row.landuse","col.country","col.site","col.landuse","pair_scale","pair_landu"
"1722","K22","M31",-5.39916380246423,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"1723","K22","M32",-8.4035425928,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"1724","K22","M33",-6.8102369881857,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"1725","K22","M34",-5.73025823063952,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"1726","K22","M35",-7.45001191243875,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"1727","K22","M36",-4.66954940742277,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"1728","K23","K24",-10.2131936162424,-0.18,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Natural","within_site","Natural"
"1729","K23","K25",-10.8913951495333,-0.95,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Natural","within_site","Natural"
"1730","K23","K26",-10.0579521448216,-0.97,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Natural","within_site","Natural"
"1731","K23","K27",-9.53155258088088,-0.84,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Natural","within_site","Natural"
"1732","K23","K28",-10.3266807515927,-0.57,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Farm","within_site","cross_landuse"
"1733","K23","K29",-11.1449823408901,-0.19,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Farm","within_site","cross_landuse"
"1734","K23","K30",-9.67219201930375,-0.48,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Farm","within_site","cross_landuse"
"1735","K23","K31",-9.70980681598987,-0.95,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Farm","within_site","cross_landuse"
"1736","K23","K32",-9.73252380125333,-0.62,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Farm","within_site","cross_landuse"
"1737","K23","K33",-9.56737564965065,-0.87,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Farm","within_site","cross_landuse"
"1738","K23","K34",-9.75851467242061,0.65,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Farm","within_site","cross_landuse"
"1739","K23","K35",-10.6535200577417,0.61,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Farm","within_site","cross_landuse"
"1740","K23","K36",-10.7822633819479,0.87,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Farm","within_site","cross_landuse"
"1741","K23","K37",-11.2820654819177,0.98,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"1742","K23","K38",-11.5444086593785,0.94,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"1743","K23","K39",-10.6973836676525,1,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"1744","K23","K40",-10.7283014108156,0.99,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"1745","K23","K41",-10.6054725426269,0.95,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"1746","K23","K42",-10.1488949854632,0.58,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"1747","K23","K43",-7.51703968696213,0.99,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"1748","K23","K44",-9.36252219424977,0.88,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"1749","K23","K45",-9.94173438533043,0.62,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"1750","K23","K46",-8.16039432545511,0.95,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"1751","K23","K47",-9.71311824065391,0.99,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"1752","K23","K48",-9.54237640226683,1,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"1753","K23","K49",-9.93309175471125,1,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"1754","K23","K50",-9.85935032594328,1,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"1755","K23","K51",-8.94290222687794,1,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"1756","K23","K52",-10.8462330265624,0.99,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"1757","K23","K53",-11.6872285857611,1,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"1758","K23","K54",-11.4200737866775,0.97,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"1759","K23","M01",-9.13333197397834,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"1760","K23","M02",-7.74143861164133,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"1761","K23","M03",-7.39366975197392,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"1762","K23","M04",-7.32098878368405,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"1763","K23","M05",-6.69026668387785,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"1764","K23","M06",-7.51256616184869,0.99,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"1765","K23","M07",-7.99511451270841,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"1766","K23","M08",-6.46079481527211,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"1767","K23","M09",-7.38435527045733,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"1768","K23","M10",-5.22646466849658,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"1769","K23","M11",-8.24216498563506,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"1770","K23","M12",-7.45506163175043,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"1771","K23","M13",-8.05346275483219,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"1772","K23","M14",-4.69984910246739,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"1773","K23","M15",-7.13576300580695,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"1774","K23","M16",-8.77185934620925,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"1775","K23","M17",-4.55658404320663,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"1776","K23","M18",-6.25900959058205,0.99,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"1777","K23","M19",-10.3223633223167,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"1778","K23","M20",-9.73981874945285,0.99,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"1779","K23","M21",-8.63165634661433,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"1780","K23","M22",-8.44335086521078,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"1781","K23","M23",-8.86234053651154,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"1782","K23","M24",-6.92333660804684,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"1783","K23","M25",-10.145461851131,0.99,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"1784","K23","M26",-3.58204112491615,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"1785","K23","M27",-7.05267861559064,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"1786","K23","M28",-4.55242838738343,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"1787","K23","M29",-8.32687288648119,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"1788","K23","M30",-5.08569851488278,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"1789","K23","M31",-6.77655886157183,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"1790","K23","M32",-9.6836663243783,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"1791","K23","M33",-7.75258898741205,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"1792","K23","M34",-6.78792738827068,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"1793","K23","M35",-8.15978460640358,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"1794","K23","M36",-5.32417041560708,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"1795","K24","K25",-8.59075426365593,0.5,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Natural","within_site","Natural"
"1796","K24","K26",-8.71985820093139,-0.83,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Natural","within_site","Natural"
"1797","K24","K27",-7.93859362627108,0.13,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Natural","within_site","Natural"
"1798","K24","K28",-9.13152595518094,0.5,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Farm","within_site","cross_landuse"
"1799","K24","K29",-8.95939622365929,0.45,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Farm","within_site","cross_landuse"
"1800","K24","K30",-8.46071389984489,0.38,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Farm","within_site","cross_landuse"
"1801","K24","K31",-7.94736106454027,-0.15,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Farm","within_site","cross_landuse"
"1802","K24","K32",-8.17253696305867,0.09,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Farm","within_site","cross_landuse"
"1803","K24","K33",-7.9250839956695,0.05,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Farm","within_site","cross_landuse"
"1804","K24","K34",-7.59210711489371,0.13,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Farm","within_site","cross_landuse"
"1805","K24","K35",-8.67193223781813,0.3,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Farm","within_site","cross_landuse"
"1806","K24","K36",-8.06365067114487,0.22,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Farm","within_site","cross_landuse"
"1807","K24","K37",-8.46777433528873,0.81,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"1808","K24","K38",-9.57112771494491,0.83,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"1809","K24","K39",-8.89815705755969,0.61,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"1810","K24","K40",-7.49176610322405,1,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"1811","K24","K41",-6.78696555146366,0.98,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"1812","K24","K42",-7.20448502067945,0.91,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"1813","K24","K43",-3.01692371745094,0.99,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"1814","K24","K44",-7.25157658874431,0.88,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"1815","K24","K45",-6.13758617937539,0.71,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"1816","K24","K46",-3.70335153439529,1,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"1817","K24","K47",-4.87910155547405,1,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"1818","K24","K48",-4.88632053987845,1,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"1819","K24","K49",-4.29842444564539,1,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"1820","K24","K50",-4.6428034489773,1,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"1821","K24","K51",-4.39787454024567,1,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"1822","K24","K52",-7.10320688921304,1,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"1823","K24","K53",-6.56882478487076,1,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"1824","K24","K54",-7.46089653954021,1,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"1825","K24","M01",-6.3795748906745,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"1826","K24","M02",-6.03513941573672,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"1827","K24","M03",-4.72274829196789,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"1828","K24","M04",-5.7630467243556,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"1829","K24","M05",-5.21780747985273,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"1830","K24","M06",-6.61428876449577,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"1831","K24","M07",-6.19967085928043,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"1832","K24","M08",-5.4222657472895,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"1833","K24","M09",-5.69337506411965,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"1834","K24","M10",-1.4875442059389,1,"Dispersal Limitation","Kenya","E","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"1835","K24","M11",-4.88461953132909,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"1836","K24","M12",-3.98076159411245,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"1837","K24","M13",-4.00007078253286,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"1838","K24","M14",-2.52601918484539,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"1839","K24","M15",-3.55728634655899,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"1840","K24","M16",-4.00980379569123,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"1841","K24","M17",-2.71549991125925,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"1842","K24","M18",-3.72889553828079,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"1843","K24","M19",-7.46011459793877,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"1844","K24","M20",-6.66376216941727,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"1845","K24","M21",-6.21307689319394,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"1846","K24","M22",-5.94498280575401,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"1847","K24","M23",-5.30216354159687,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"1848","K24","M24",-4.40946632416003,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"1849","K24","M25",-5.98714802872011,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"1850","K24","M26",-2.40949549833895,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"1851","K24","M27",-4.739631370113,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"1852","K24","M28",-2.4986703721919,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"1853","K24","M29",-2.64274401732931,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"1854","K24","M30",-2.31585102512948,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"1855","K24","M31",-3.16781560646886,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"1856","K24","M32",-3.86903631524785,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"1857","K24","M33",-2.37906234096167,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"1858","K24","M34",-3.88620546270319,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"1859","K24","M35",-5.014469426785,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"1860","K24","M36",-2.48475908022604,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"1861","K25","K26",-9.61630186928972,-0.98,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Natural","within_site","Natural"
"1862","K25","K27",-9.59055844225852,-0.99,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Natural","within_site","Natural"
"1863","K25","K28",-9.89629923368365,-0.29,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Farm","within_site","cross_landuse"
"1864","K25","K29",-10.9655198607692,0.1,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Farm","within_site","cross_landuse"
"1865","K25","K30",-9.98655731826071,-0.27,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Farm","within_site","cross_landuse"
"1866","K25","K31",-10.0188617098813,-0.96,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Farm","within_site","cross_landuse"
"1867","K25","K32",-9.94529356756586,-0.69,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Farm","within_site","cross_landuse"
"1868","K25","K33",-10.0717589636333,-0.87,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Farm","within_site","cross_landuse"
"1869","K25","K34",-8.11662044919035,0.93,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Farm","within_site","cross_landuse"
"1870","K25","K35",-10.1461901048172,0.98,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Farm","within_site","cross_landuse"
"1871","K25","K36",-9.6330600701992,0.97,"Homogeneous Selection","Kenya","E","Natural","Kenya","E","Farm","within_site","cross_landuse"
"1872","K25","K37",-10.8391976779414,1,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"1873","K25","K38",-10.4521073816244,1,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"1874","K25","K39",-9.85693732561052,1,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"1875","K25","K40",-10.8399981223588,0.98,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"1876","K25","K41",-10.2647716178422,0.86,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"1877","K25","K42",-10.1323884792239,0.04,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"1878","K25","K43",-8.12645752126818,1,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"1879","K25","K44",-9.94276084602631,0.99,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"1880","K25","K45",-10.6652777502161,0.98,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"1881","K25","K46",-8.51405362964354,0.96,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"1882","K25","K47",-9.17493042486039,0.98,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"1883","K25","K48",-9.07328725365125,1,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"1884","K25","K49",-9.12027101514441,1,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"1885","K25","K50",-9.49263941285778,1,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"1886","K25","K51",-9.51522795677811,1,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"1887","K25","K52",-10.3860682805175,0.89,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"1888","K25","K53",-10.7107381160595,0.89,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"1889","K25","K54",-10.7238768459066,0.81,"Homogeneous Selection","Kenya","E","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"1890","K25","M01",-8.35677503479205,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"1891","K25","M02",-7.89951396522459,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"1892","K25","M03",-7.23849594033237,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"1893","K25","M04",-7.39693301612176,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"1894","K25","M05",-6.52226350428935,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"1895","K25","M06",-7.27299304864921,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"1896","K25","M07",-7.94252960643588,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"1897","K25","M08",-6.56941878103322,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"1898","K25","M09",-6.85683430509933,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"1899","K25","M10",-4.64537179489995,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"1900","K25","M11",-8.37327794231804,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"1901","K25","M12",-6.85356585613068,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"1902","K25","M13",-7.60913143065686,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"1903","K25","M14",-3.9762540470923,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"1904","K25","M15",-6.23364383457466,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"1905","K25","M16",-7.89711099406719,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"1906","K25","M17",-4.27195562924986,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"1907","K25","M18",-5.51159821501346,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"1908","K25","M19",-9.06212304558109,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"1909","K25","M20",-9.3855419941175,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"1910","K25","M21",-8.12436062981389,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"1911","K25","M22",-7.36458014494343,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"1912","K25","M23",-7.94635466339666,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"1913","K25","M24",-6.60548456131583,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"1914","K25","M25",-9.36303712172313,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"1915","K25","M26",-3.59404787864648,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"1916","K25","M27",-6.63771987877748,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"1917","K25","M28",-4.19227339624518,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"1918","K25","M29",-7.94364842665487,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"1919","K25","M30",-4.21073790381779,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"1920","K25","M31",-5.58873456514227,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"1921","K25","M32",-8.6920613736267,0.99,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"1922","K25","M33",-7.12951566595931,1,"Homogeneous Selection","Kenya","E","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
