"","row","col","bNTI","RCbray","process","row.country","row.site","row.landuse","col.country","col.site","col.landuse","pair_scale","pair_landu"
"650","K08","M02",-5.7652559112977,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"651","K08","M03",-3.87271850636946,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"652","K08","M04",-4.4441773935374,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"653","K08","M05",-4.31140801313299,0.99,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"654","K08","M06",-5.80313764264331,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"655","K08","M07",-5.68744442594629,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"656","K08","M08",-4.10895576388335,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"657","K08","M09",-4.76795167888873,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"658","K08","M10",-0.54456106535766,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"659","K08","M11",-2.94557760997265,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"660","K08","M12",-1.64733246892174,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"661","K08","M13",-1.38589273404454,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"662","K08","M14",0.232829641184165,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"663","K08","M15",-1.3454434672665,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"664","K08","M16",-4.06190357585137,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"665","K08","M17",-1.61058603216421,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"666","K08","M18",-2.49265815360865,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"667","K08","M19",-5.46751297772551,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"668","K08","M20",-5.95894485439598,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"669","K08","M21",-4.95365696319268,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"670","K08","M22",-4.79230193507697,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"671","K08","M23",-4.80007807900443,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"672","K08","M24",-3.2499641504984,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"673","K08","M25",-5.74742921744419,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"674","K08","M26",-1.26800375766872,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"675","K08","M27",-3.71612871744604,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"676","K08","M28",-0.456272727913413,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"677","K08","M29",-1.74878895027574,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"678","K08","M30",0.202282802572392,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"679","K08","M31",-0.564993208412136,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"680","K08","M32",-1.8403941818775,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"681","K08","M33",-1.6933738347772,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"682","K08","M34",-2.09027980502281,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"683","K08","M35",-3.325800725968,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"684","K08","M36",-0.821491825151604,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","H","Farm","across_site_btw_country","cross_landuse"
"685","K09","K10",-10.4204118484227,-0.87,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"686","K09","K11",-9.19487692597163,-0.16,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"687","K09","K12",-9.37091474872737,-0.55,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"688","K09","K13",-9.26895439055007,-0.4,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"689","K09","K14",-8.8797858032477,0.28,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"690","K09","K15",-10.1288555438104,0.31,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"691","K09","K16",-9.55189958878078,-0.27,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"692","K09","K17",-8.89859622356988,0.32,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"693","K09","K18",-9.63729342276883,-0.77,"Homogeneous Selection","Kenya","D","Natural","Kenya","D","Farm","within_site","cross_landuse"
"694","K09","K19",-6.46546833565493,-0.47,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"695","K09","K20",-6.12367425048708,-0.35,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"696","K09","K21",-6.29490297454084,-0.2,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"697","K09","K22",-5.82037856214723,0.99,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"698","K09","K23",-5.83651268277065,0.95,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"699","K09","K24",-5.22362747596228,0.82,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"700","K09","K25",-6.04709169346638,0.99,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"701","K09","K26",-4.96995280205578,0.77,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"702","K09","K27",-5.40489927584091,0.95,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Natural","across_site_within_country","Natural"
"703","K09","K28",-6.59574218902291,0.76,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"704","K09","K29",-6.25721812698138,0.73,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"705","K09","K30",-6.58624554095287,0.67,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"706","K09","K31",-6.70984248802686,0.84,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"707","K09","K32",-6.70905056559609,0.46,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"708","K09","K33",-6.70117535539287,0.7,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"709","K09","K34",-5.68724635448378,0.5,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"710","K09","K35",-6.31704615938481,0.6,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"711","K09","K36",-6.39810184722539,0.34,"Homogeneous Selection","Kenya","D","Natural","Kenya","E","Farm","across_site_within_country","cross_landuse"
"712","K09","K37",-6.35805756528709,0.99,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"713","K09","K38",-5.86071006208235,0.89,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"714","K09","K39",-5.71090048133822,0.91,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"715","K09","K40",-5.49997936566858,0.99,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"716","K09","K41",-5.41778491837898,0.92,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"717","K09","K42",-5.4604617623722,0.9,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"718","K09","K43",-5.64322594537468,0.98,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"719","K09","K44",-6.67438191503385,0.59,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"720","K09","K45",-5.9392130715747,0.88,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Natural","across_site_within_country","Natural"
"721","K09","K46",-2.26236730380912,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"722","K09","K47",-3.26571620977691,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"723","K09","K48",-2.1672767856488,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"724","K09","K49",-2.37921948181025,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"725","K09","K50",-2.10736365729336,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"726","K09","K51",-2.85313164176612,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"727","K09","K52",-5.10489595280371,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"728","K09","K53",-9.50410465632149,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"729","K09","K54",-5.52242134254699,1,"Homogeneous Selection","Kenya","D","Natural","Kenya","F","Farm","across_site_within_country","cross_landuse"
"730","K09","M01",-5.21904651608965,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"731","K09","M02",-5.33446961416171,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"732","K09","M03",-3.78442029333541,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"733","K09","M04",-4.18835011885473,0.99,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"734","K09","M05",-4.21626433608446,0.98,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"735","K09","M06",-4.71069428303124,0.97,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"736","K09","M07",-5.0804260715566,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"737","K09","M08",-3.96221919995154,0.99,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"738","K09","M09",-4.75134016996951,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Natural","across_site_btw_country","Natural"
"739","K09","M10",-2.42395976881267,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"740","K09","M11",-3.70752658071729,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"741","K09","M12",-2.59685082324348,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"742","K09","M13",-2.31815219272328,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"743","K09","M14",-0.988234733838306,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"744","K09","M15",-2.65232901987279,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"745","K09","M16",-4.50465967310692,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"746","K09","M17",-2.49093537629834,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"747","K09","M18",-3.19422857480458,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","G","Farm","across_site_btw_country","cross_landuse"
"748","K09","M19",-4.41742610091512,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"749","K09","M20",-4.74439034519574,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"750","K09","M21",-4.55493490812974,0.99,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"751","K09","M22",-4.06278501775459,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"752","K09","M23",-3.88056563605009,0.99,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"753","K09","M24",-3.27253525942803,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"754","K09","M25",-5.40065982646823,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"755","K09","M26",-1.62181683653951,1,"Dispersal Limitation","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
"756","K09","M27",-3.53901907970122,1,"Homogeneous Selection","Kenya","D","Natural","Malawi","H","Natural","across_site_btw_country","Natural"
