row,col,bNTI,RCbray,process,row.country,row.site,row.landuse,col.country,col.site,col.landuse,pair_scale,pair_landu
K22,M16,-2.93435590802995,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Farm,across_site_btw_country,cross_landuse
K22,M17,-2.88169036766284,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Farm,across_site_btw_country,cross_landuse
K22,M18,-2.84162173837743,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Farm,across_site_btw_country,cross_landuse
K22,M19,-2.41086022846269,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K22,M20,-3.64151665367611,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K22,M21,-3.092984779722,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K22,M22,-2.00607784858954,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K22,M23,-3.07508849930061,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K22,M24,-3.09040724930886,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K22,M25,-2.18130517534711,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K22,M26,-2.83000101281087,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K22,M27,-2.60145680800773,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K22,M28,-2.77149737087996,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K22,M29,-2.98887581187995,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K22,M30,-1.88499839562208,1,Dispersal Limitation,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K22,M31,-3.14233310912026,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K22,M32,-2.25029135277573,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K22,M33,-1.95156017198983,1,Dispersal Limitation,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K22,M34,-3.50068890560433,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K22,M35,-3.08161707444297,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K22,M36,-2.78419458754229,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K23,K24,-2.82570082381417,-0.18,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Natural,within_site,Natural
K23,K25,-2.98861980747654,-0.95,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Natural,within_site,Natural
K23,K26,-2.89489122005272,-0.97,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Natural,within_site,Natural
K23,K27,-2.55151509462646,-0.84,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Natural,within_site,Natural
K23,K28,-3.16355203747342,-0.57,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Farm,within_site,cross_landuse
K23,K29,-2.34525140872605,-0.19,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Farm,within_site,cross_landuse
K23,K30,-2.8349360352302,-0.48,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Farm,within_site,cross_landuse
K23,K31,-2.69218779688974,-0.95,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Farm,within_site,cross_landuse
K23,K32,-2.38254661247213,-0.62,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Farm,within_site,cross_landuse
K23,K33,-3.19988106798602,-0.87,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Farm,within_site,cross_landuse
K23,K34,-2.76677962810841,0.65,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Farm,within_site,cross_landuse
K23,K35,-2.24050719452022,0.61,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Farm,within_site,cross_landuse
K23,K36,-2.04432819651196,0.87,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Farm,within_site,cross_landuse
K23,K37,-2.64394635443727,0.98,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Natural,across_site_within_country,Natural
K23,K38,-2.2983660020103,0.94,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Natural,across_site_within_country,Natural
K23,K39,-1.64042549654043,1,Dispersal Limitation,Kenya,E,Natural,Kenya,F,Natural,across_site_within_country,Natural
K23,K40,-1.90538229010659,0.99,Dispersal Limitation,Kenya,E,Natural,Kenya,F,Natural,across_site_within_country,Natural
K23,K41,-2.24493761637151,0.95,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Natural,across_site_within_country,Natural
K23,K42,-2.62005146005241,0.58,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Natural,across_site_within_country,Natural
K23,K43,-2.47918378825221,0.99,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Natural,across_site_within_country,Natural
K23,K44,-1.34072176703076,0.88,Undominated,Kenya,E,Natural,Kenya,F,Natural,across_site_within_country,Natural
K23,K45,-2.54256147641895,0.62,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Natural,across_site_within_country,Natural
K23,K46,-2.80257747933422,0.95,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Farm,across_site_within_country,cross_landuse
K23,K47,-2.8545884075515,0.99,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Farm,across_site_within_country,cross_landuse
K23,K48,-2.95543952468312,1,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Farm,across_site_within_country,cross_landuse
K23,K49,-2.36989976231303,1,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Farm,across_site_within_country,cross_landuse
K23,K50,-2.63296068881976,1,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Farm,across_site_within_country,cross_landuse
K23,K51,-2.20767243911472,1,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Farm,across_site_within_country,cross_landuse
K23,K52,-1.98601399258544,0.99,Dispersal Limitation,Kenya,E,Natural,Kenya,F,Farm,across_site_within_country,cross_landuse
K23,K53,-1.91181876924355,1,Dispersal Limitation,Kenya,E,Natural,Kenya,F,Farm,across_site_within_country,cross_landuse
K23,K54,-2.72247449903558,0.97,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Farm,across_site_within_country,cross_landuse
K23,M01,-1.86924900866774,1,Dispersal Limitation,Kenya,E,Natural,Malawi,G,Natural,across_site_btw_country,Natural
K23,M02,-1.91486248693051,1,Dispersal Limitation,Kenya,E,Natural,Malawi,G,Natural,across_site_btw_country,Natural
K23,M03,-2.27180363135782,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Natural,across_site_btw_country,Natural
K23,M04,-1.01312333597038,1,Dispersal Limitation,Kenya,E,Natural,Malawi,G,Natural,across_site_btw_country,Natural
K23,M05,-2.67964290053389,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Natural,across_site_btw_country,Natural
K23,M06,-2.02453425816875,0.99,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Natural,across_site_btw_country,Natural
K23,M07,-1.90340321143919,1,Dispersal Limitation,Kenya,E,Natural,Malawi,G,Natural,across_site_btw_country,Natural
K23,M08,-1.22617311464078,1,Dispersal Limitation,Kenya,E,Natural,Malawi,G,Natural,across_site_btw_country,Natural
K23,M09,-1.73807566924875,1,Dispersal Limitation,Kenya,E,Natural,Malawi,G,Natural,across_site_btw_country,Natural
K23,M10,-2.99822456793074,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Farm,across_site_btw_country,cross_landuse
K23,M11,-2.6330066394766,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Farm,across_site_btw_country,cross_landuse
K23,M12,-3.10609499211313,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Farm,across_site_btw_country,cross_landuse
K23,M13,-3.40137421883131,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Farm,across_site_btw_country,cross_landuse
K23,M14,-3.49720052591011,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Farm,across_site_btw_country,cross_landuse
K23,M15,-3.41729297604163,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Farm,across_site_btw_country,cross_landuse
K23,M16,-3.2574868295859,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Farm,across_site_btw_country,cross_landuse
K23,M17,-3.13700448220911,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Farm,across_site_btw_country,cross_landuse
K23,M18,-2.8523334919407,0.99,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Farm,across_site_btw_country,cross_landuse
K23,M19,-2.09774892061402,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K23,M20,-3.49204834950183,0.99,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K23,M21,-1.79286372435159,1,Dispersal Limitation,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K23,M22,-1.74900466302073,1,Dispersal Limitation,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K23,M23,-2.47275824840269,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K23,M24,-2.51699279321619,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K23,M25,-1.18620765803836,0.99,Dispersal Limitation,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K23,M26,-2.23019050411334,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K23,M27,-1.69165237481107,1,Dispersal Limitation,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K23,M28,-3.03168668217516,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K23,M29,-3.0295776870522,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K23,M30,-2.17563982402638,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K23,M31,-3.27158596466614,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K23,M32,-2.5811199643527,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K23,M33,-2.18254373730826,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K23,M34,-3.21115130647278,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K23,M35,-2.91428703235482,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K23,M36,-2.68318607165333,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K24,K25,-2.01548000861132,0.5,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Natural,within_site,Natural
K24,K26,-2.77888725085399,-0.83,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Natural,within_site,Natural
K24,K27,-2.73590880005916,0.13,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Natural,within_site,Natural
K24,K28,-2.97916429707091,0.5,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Farm,within_site,cross_landuse
K24,K29,-2.20414631870914,0.45,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Farm,within_site,cross_landuse
K24,K30,-3.16232045479885,0.38,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Farm,within_site,cross_landuse
K24,K31,-2.7376777301457,-0.15,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Farm,within_site,cross_landuse
K24,K32,-2.43723967233187,0.09,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Farm,within_site,cross_landuse
K24,K33,-3.09839488762211,0.05,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Farm,within_site,cross_landuse
K24,K34,-2.99611161517006,0.13,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Farm,within_site,cross_landuse
K24,K35,-2.45281157130137,0.3,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Farm,within_site,cross_landuse
K24,K36,-1.99499317140581,0.22,Undominated,Kenya,E,Natural,Kenya,E,Farm,within_site,cross_landuse
K24,K37,-2.31299266780278,0.81,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Natural,across_site_within_country,Natural
K24,K38,-2.24595391316564,0.83,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Natural,across_site_within_country,Natural
K24,K39,-1.50167643788718,0.61,Undominated,Kenya,E,Natural,Kenya,F,Natural,across_site_within_country,Natural
K24,K40,-1.96081424614832,1,Dispersal Limitation,Kenya,E,Natural,Kenya,F,Natural,across_site_within_country,Natural
K24,K41,-2.12577719257298,0.98,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Natural,across_site_within_country,Natural
K24,K42,-2.56428824639071,0.91,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Natural,across_site_within_country,Natural
K24,K43,-2.06543609023376,0.99,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Natural,across_site_within_country,Natural
K24,K44,-1.30685310651383,0.88,Undominated,Kenya,E,Natural,Kenya,F,Natural,across_site_within_country,Natural
K24,K45,-1.83510465906849,0.71,Undominated,Kenya,E,Natural,Kenya,F,Natural,across_site_within_country,Natural
K24,K46,-2.61177529087441,1,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Farm,across_site_within_country,cross_landuse
K24,K47,-2.42033151382903,1,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Farm,across_site_within_country,cross_landuse
K24,K48,-2.62895081699529,1,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Farm,across_site_within_country,cross_landuse
K24,K49,-2.21445452945864,1,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Farm,across_site_within_country,cross_landuse
K24,K50,-2.51533452585565,1,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Farm,across_site_within_country,cross_landuse
K24,K51,-2.03580366748308,1,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Farm,across_site_within_country,cross_landuse
K24,K52,-2.58981443214547,1,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Farm,across_site_within_country,cross_landuse
K24,K53,-2.28861612854018,1,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Farm,across_site_within_country,cross_landuse
K24,K54,-2.54924273408258,1,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Farm,across_site_within_country,cross_landuse
K24,M01,-1.55729807578675,1,Dispersal Limitation,Kenya,E,Natural,Malawi,G,Natural,across_site_btw_country,Natural
K24,M02,-1.56640512842823,1,Dispersal Limitation,Kenya,E,Natural,Malawi,G,Natural,across_site_btw_country,Natural
K24,M03,-2.01847144545506,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Natural,across_site_btw_country,Natural
K24,M04,0.279571767132286,1,Dispersal Limitation,Kenya,E,Natural,Malawi,G,Natural,across_site_btw_country,Natural
K24,M05,-2.15568199092757,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Natural,across_site_btw_country,Natural
K24,M06,-1.60965431985721,1,Dispersal Limitation,Kenya,E,Natural,Malawi,G,Natural,across_site_btw_country,Natural
K24,M07,-1.54349704826408,1,Dispersal Limitation,Kenya,E,Natural,Malawi,G,Natural,across_site_btw_country,Natural
K24,M08,-0.897003563982025,1,Dispersal Limitation,Kenya,E,Natural,Malawi,G,Natural,across_site_btw_country,Natural
K24,M09,-1.47988077050958,1,Dispersal Limitation,Kenya,E,Natural,Malawi,G,Natural,across_site_btw_country,Natural
K24,M10,-2.57251980552362,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Farm,across_site_btw_country,cross_landuse
K24,M11,-2.19789201506544,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Farm,across_site_btw_country,cross_landuse
K24,M12,-2.81797388947596,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Farm,across_site_btw_country,cross_landuse
K24,M13,-2.90057262348888,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Farm,across_site_btw_country,cross_landuse
K24,M14,-2.6839067060932,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Farm,across_site_btw_country,cross_landuse
K24,M15,-2.81044643477392,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Farm,across_site_btw_country,cross_landuse
K24,M16,-2.7731999399757,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Farm,across_site_btw_country,cross_landuse
K24,M17,-2.92965886692839,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Farm,across_site_btw_country,cross_landuse
K24,M18,-2.48620158254073,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Farm,across_site_btw_country,cross_landuse
K24,M19,-1.83199718642107,1,Dispersal Limitation,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K24,M20,-2.61139752229347,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K24,M21,-1.00778114520481,1,Dispersal Limitation,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K24,M22,-1.44482841385299,1,Dispersal Limitation,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K24,M23,-1.87000234289032,1,Dispersal Limitation,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K24,M24,-2.20748531736605,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K24,M25,-0.840266702590333,1,Dispersal Limitation,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K24,M26,-1.35011624114972,1,Dispersal Limitation,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K24,M27,-0.844427376761942,1,Dispersal Limitation,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K24,M28,-2.31938311903149,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K24,M29,-2.52376729098207,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K24,M30,-1.94753011509966,1,Dispersal Limitation,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K24,M31,-2.82901018664258,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K24,M32,-2.69296681067026,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K24,M33,-1.84432548581228,1,Dispersal Limitation,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K24,M34,-2.97518821287851,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K24,M35,-2.70241324836408,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K24,M36,-2.57140550842983,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K25,K26,-3.00308241433691,-0.98,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Natural,within_site,Natural
K25,K27,-3.43711370553625,-0.99,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Natural,within_site,Natural
K25,K28,-4.00747099213592,-0.29,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Farm,within_site,cross_landuse
K25,K29,-2.22679104100737,0.1,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Farm,within_site,cross_landuse
K25,K30,-3.63047428253141,-0.27,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Farm,within_site,cross_landuse
K25,K31,-2.36416786691668,-0.96,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Farm,within_site,cross_landuse
K25,K32,-2.74398738845029,-0.69,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Farm,within_site,cross_landuse
K25,K33,-3.40258547052405,-0.87,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Farm,within_site,cross_landuse
K25,K34,-2.47788452733219,0.93,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Farm,within_site,cross_landuse
K25,K35,-2.44888734266697,0.98,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Farm,within_site,cross_landuse
K25,K36,-2.11323354356434,0.97,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Farm,within_site,cross_landuse
K25,K37,-2.61889783270753,1,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Natural,across_site_within_country,Natural
K25,K38,-2.48627899406633,1,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Natural,across_site_within_country,Natural
K25,K39,-1.88401144425863,1,Dispersal Limitation,Kenya,E,Natural,Kenya,F,Natural,across_site_within_country,Natural
K25,K40,-2.828324087995,0.98,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Natural,across_site_within_country,Natural
K25,K41,-3.13630743700107,0.86,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Natural,across_site_within_country,Natural
K25,K42,-2.98009804682638,0.04,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Natural,across_site_within_country,Natural
K25,K43,-2.7209194215634,1,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Natural,across_site_within_country,Natural
K25,K44,-1.09133055709984,0.99,Dispersal Limitation,Kenya,E,Natural,Kenya,F,Natural,across_site_within_country,Natural
K25,K45,-3.11076094939084,0.98,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Natural,across_site_within_country,Natural
K25,K46,-2.45348976024399,0.96,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Farm,across_site_within_country,cross_landuse
K25,K47,-2.38065850683867,0.98,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Farm,across_site_within_country,cross_landuse
K25,K48,-3.42742474758886,1,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Farm,across_site_within_country,cross_landuse
K25,K49,-2.77687331146301,1,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Farm,across_site_within_country,cross_landuse
K25,K50,-3.11352818086335,1,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Farm,across_site_within_country,cross_landuse
K25,K51,-2.17057551227494,1,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Farm,across_site_within_country,cross_landuse
K25,K52,-1.68398242350337,0.89,Undominated,Kenya,E,Natural,Kenya,F,Farm,across_site_within_country,cross_landuse
K25,K53,-1.72047335386287,0.89,Undominated,Kenya,E,Natural,Kenya,F,Farm,across_site_within_country,cross_landuse
K25,K54,-2.44088824052745,0.81,Homogeneous Selection,Kenya,E,Natural,Kenya,F,Farm,across_site_within_country,cross_landuse
K25,M01,-1.94359800984648,1,Dispersal Limitation,Kenya,E,Natural,Malawi,G,Natural,across_site_btw_country,Natural
K25,M02,-1.80180406485123,1,Dispersal Limitation,Kenya,E,Natural,Malawi,G,Natural,across_site_btw_country,Natural
K25,M03,-2.36656817171341,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Natural,across_site_btw_country,Natural
K25,M04,-1.31493725984678,1,Dispersal Limitation,Kenya,E,Natural,Malawi,G,Natural,across_site_btw_country,Natural
K25,M05,-2.88705049113595,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Natural,across_site_btw_country,Natural
K25,M06,-2.21344466011262,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Natural,across_site_btw_country,Natural
K25,M07,-2.00497221160346,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Natural,across_site_btw_country,Natural
K25,M08,-1.12761247218842,1,Dispersal Limitation,Kenya,E,Natural,Malawi,G,Natural,across_site_btw_country,Natural
K25,M09,-1.90019204457402,1,Dispersal Limitation,Kenya,E,Natural,Malawi,G,Natural,across_site_btw_country,Natural
K25,M10,-3.32933991687002,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Farm,across_site_btw_country,cross_landuse
K25,M11,-3.09540793911965,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Farm,across_site_btw_country,cross_landuse
K25,M12,-3.55467674006017,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Farm,across_site_btw_country,cross_landuse
K25,M13,-3.76507621162027,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Farm,across_site_btw_country,cross_landuse
K25,M14,-3.29044450665148,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Farm,across_site_btw_country,cross_landuse
K25,M15,-3.78557867263489,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Farm,across_site_btw_country,cross_landuse
K25,M16,-3.38253098499381,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Farm,across_site_btw_country,cross_landuse
K25,M17,-3.12622379134544,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Farm,across_site_btw_country,cross_landuse
K25,M18,-3.06284800825472,1,Homogeneous Selection,Kenya,E,Natural,Malawi,G,Farm,across_site_btw_country,cross_landuse
K25,M19,-2.05502165279431,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K25,M20,-3.0707971627528,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K25,M21,-1.86960659606171,1,Dispersal Limitation,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K25,M22,-1.58657984372269,1,Dispersal Limitation,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K25,M23,-2.55442866666473,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K25,M24,-2.68950780778219,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K25,M25,-1.22878456214179,1,Dispersal Limitation,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K25,M26,-1.88234064841167,1,Dispersal Limitation,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K25,M27,-1.59217072411089,1,Dispersal Limitation,Kenya,E,Natural,Malawi,H,Natural,across_site_btw_country,Natural
K25,M28,-2.81738061944383,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K25,M29,-3.48661903000044,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K25,M30,-1.97883369794291,1,Dispersal Limitation,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K25,M31,-3.56826085765072,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K25,M32,-2.7520161255198,0.99,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K25,M33,-2.19174546982394,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K25,M34,-3.69091003813509,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K25,M35,-3.17297750010735,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K25,M36,-4.06316495328542,1,Homogeneous Selection,Kenya,E,Natural,Malawi,H,Farm,across_site_btw_country,cross_landuse
K26,K27,-2.27950804275781,-0.99,Homogeneous Selection,Kenya,E,Natural,Kenya,E,Natural,within_site,Natural
